,Datetime,Tweet Id,Username,Likes,Retweets,Text,token,tweet_tokens_WSW,tweet_tokens_stemmed
11,2023-03-14 12:40:55+00:00,1635622032732979200,panduwidyanto,0,0,"@kozirama Mungkin krn frekwensi sdh tinggi, dipakai utk KA Barang &amp; BBM juga","['mungkin', 'krn', 'frekwensi', 'sdh', 'tinggi', 'dipakai', 'utk', 'ka', 'barang', 'amp', 'bbm', 'juga']","['frekwensi', 'dipakai', 'ka', 'barang', 'bbm']","['frekwensi', 'pakai', 'ka', 'barang', 'bbm']"
12,2023-03-14 12:40:38+00:00,1635621960117026818,thedobbybackup2,1,1,@winnershiv1 @ShivSquad1 Ha barobar bhava kon tar ahe samjhun ghenar yana fact mi he Kel mi te Kel evadh sangayach ahe lokana koni vicharal pan nahi Ani hi shiv Gauri shivsquad member Instagram ek post tar takli ahe #iia9ShivThakare Ani selfless support kay bolu dada yanchymule bbm nanter Kam milal nasel,"['ha', 'barobar', 'bhava', 'kon', 'tar', 'ahe', 'samjhun', 'ghenar', 'yana', 'fact', 'mi', 'he', 'kel', 'mi', 'te', 'kel', 'evadh', 'sangayach', 'ahe', 'lokana', 'koni', 'vicharal', 'pan', 'nahi', 'ani', 'hi', 'shiv', 'gauri', 'shivsquad', 'member', 'instagram', 'ek', 'post', 'tar', 'takli', 'ahe', 'ani', 'selfless', 'support', 'kay', 'bolu', 'dada', 'yanchymule', 'bbm', 'nanter', 'kam', 'milal', 'nasel']","['ha', 'barobar', 'bhava', 'kon', 'tar', 'ahe', 'samjhun', 'ghenar', 'yana', 'fact', 'mi', 'he', 'kel', 'mi', 'te', 'kel', 'evadh', 'sangayach', 'ahe', 'lokana', 'koni', 'vicharal', 'pan', 'nahi', 'ani', 'hi', 'shiv', 'gauri', 'shivsquad', 'member', 'instagram', 'ek', 'post', 'tar', 'takli', 'ahe', 'ani', 'selfless', 'support', 'kay', 'bolu', 'dada', 'yanchymule', 'bbm', 'nanter', 'kam', 'milal', 'nasel']","['ha', 'barobar', 'bhava', 'kon', 'tar', 'ahe', 'samjhun', 'ghenar', 'yana', 'fact', 'mi', 'he', 'kel', 'mi', 'te', 'kel', 'evadh', 'sangayach', 'ahe', 'lokana', 'koni', 'vicharal', 'pan', 'nahi', 'ani', 'hi', 'shiv', 'gauri', 'shivsquad', 'member', 'instagram', 'ek', 'post', 'tar', 'takli', 'ahe', 'ani', 'selfless', 'support', 'kay', 'bolu', 'dada', 'yanchymule', 'bbm', 'nanter', 'kam', 'milal', 'nasel']"
13,2023-03-14 12:40:27+00:00,1635621915800006656,wkurniawan609,0,0,"@ReDFloW9002 @DimasSnjy78 @LivingCh @Heraloebss Kalo abang warga tangerang pasti tahu berita ini.
https://t.co/dmzvIBmlo7

Nah, jni mobil ambulan yang lagi isi bbm. Kesalahan terbesar ya ada di pegawai spbu. Karena supir saya sudah selesai lakukan transaksi. Saat itu covid emang lagi tinggi. Jadi mobilitas ambulan juga tinggi.","['kalo', 'abang', 'warga', 'tangerang', 'pasti', 'tahu', 'berita', 'ini', 'nah', 'jni', 'mobil', 'ambulan', 'yang', 'lagi', 'isi', 'bbm', 'kesalahan', 'terbesar', 'ya', 'ada', 'di', 'pegawai', 'spbu', 'karena', 'supir', 'saya', 'sudah', 'selesai', 'lakukan', 'transaksi', 'saat', 'itu', 'covid', 'emang', 'lagi', 'tinggi', 'jadi', 'mobilitas', 'ambulan', 'juga', 'tinggi']","['abang', 'warga', 'tangerang', 'berita', 'jni', 'mobil', 'ambulan', 'isi', 'bbm', 'kesalahan', 'terbesar', 'pegawai', 'spbu', 'supir', 'selesai', 'lakukan', 'transaksi', 'covid', 'emang', 'mobilitas', 'ambulan']","['abang', 'warga', 'tangerang', 'berita', 'jni', 'mobil', 'ambul', 'isi', 'bbm', 'salah', 'besar', 'pegawai', 'spbu', 'supir', 'selesai', 'laku', 'transaksi', 'covid', 'emang', 'mobilitas', 'ambul']"
14,2023-03-14 12:36:14+00:00,1635620854443954176,ta3hyunie,1,0,"tapi, sekolah online bikin gua ngehargain momen yang ada sekarang. semua hal di dokumentasiin, di romanticize se kecil apapun karena momen itu belum tentu akan keulang lagi","['tapi', 'sekolah', 'online', 'bikin', 'gua', 'ngehargain', 'momen', 'yang', 'ada', 'sekarang', 'semua', 'hal', 'di', 'dokumentasiin', 'di', 'romanticize', 'se', 'kecil', 'apapun', 'karena', 'momen', 'itu', 'belum', 'tentu', 'akan', 'keulang', 'lagi']","['sekolah', 'online', 'gua', 'ngehargain', 'momen', 'dokumentasiin', 'romanticize', 'apapun', 'momen', 'keulang']","['sekolah', 'online', 'gua', 'ngehargain', 'momen', 'dokumentasiin', 'romanticize', 'apa', 'momen', 'ulang']"
15,2023-03-14 12:32:49+00:00,1635619991994404865,bbm_iklann,0,0,Jasa iklan bbm ke 50.000 kontak bb bergaransi hanya 200rb dijamin!! info pin:285152c1 / 081212485473 iklan_klaten twitt_iklan #iklan,"['jasa', 'iklan', 'bbm', 'ke', 'kontak', 'bb', 'bergaransi', 'hanya', 'rb', 'dijamin', 'info', 'pinc', 'iklanklaten', 'twittiklan']","['jasa', 'iklan', 'bbm', 'kontak', 'bb', 'bergaransi', 'rb', 'dijamin', 'info', 'pinc', 'iklanklaten', 'twittiklan']","['jasa', 'iklan', 'bbm', 'kontak', 'bb', 'garansi', 'rb', 'jamin', 'info', 'pinc', 'iklanklaten', 'twittiklan']"
16,2023-03-14 12:32:13+00:00,1635619842828144640,lussaclaw,0,0,"@Thalomoan1 Apa aja di demo...😄😄
Mulai dr harga gas
Harga bbm
Vaksin
Ciptaker
Omnibus","['apa', 'aja', 'di', 'demo', 'mulai', 'dr', 'harga', 'gas', 'harga', 'bbm', 'vaksin', 'ciptaker', 'omnibus']","['demo', 'dr', 'harga', 'gas', 'harga', 'bbm', 'vaksin', 'ciptaker', 'omnibus']","['demo', 'dr', 'harga', 'gas', 'harga', 'bbm', 'vaksin', 'ciptaker', 'omnibus']"
17,2023-03-14 12:30:02+00:00,1635619294246764544,KontanNews,1,1,"Bos Pertamina: Simpan 15% Stok BBM Nasional, Depo Plumpang Tidak Bisa Langsung Pindah https://t.co/Nv9T1cmIvB #Pertamina","['bos', 'pertamina', 'simpan', 'stok', 'bbm', 'nasional', 'depo', 'plumpang', 'tidak', 'bisa', 'langsung', 'pindah']","['bos', 'pertamina', 'simpan', 'stok', 'bbm', 'nasional', 'depo', 'plumpang', 'langsung', 'pindah']","['bos', 'pertamina', 'simpan', 'stok', 'bbm', 'nasional', 'depo', 'plumpang', 'langsung', 'pindah']"
18,2023-03-14 12:28:19+00:00,1635618860127895553,LombokLuxe,0,0,"@nandyays Halo kak,ijin promo ya, Kalau ke Lombok, hubungi kami ya kak, sewa mobil avanza full day include driver dan bbm   ̶5̶0̶0̶ 400K bisa wa ke 0853 3364 9697 Terima kasih #sewamobillombok","['halo', 'kakijin', 'promo', 'ya', 'kalau', 'ke', 'lombok', 'hubungi', 'kami', 'ya', 'kak', 'sewa', 'mobil', 'avanza', 'full', 'day', 'include', 'driver', 'dan', 'bbm', 'bisa', 'wa', 'ke', 'terima', 'kasih']","['halo', 'kakijin', 'promo', 'lombok', 'hubungi', 'kak', 'sewa', 'mobil', 'avanza', 'full', 'day', 'include', 'driver', 'bbm', 'wa', 'terima', 'kasih']","['halo', 'kakijin', 'promo', 'lombok', 'hubung', 'kak', 'sewa', 'mobil', 'avanza', 'full', 'day', 'include', 'driver', 'bbm', 'wa', 'terima', 'kasih']"
19,2023-03-14 12:27:52+00:00,1635618746432647168,GerBangNKRI,0,0,"“Penerimaan negara dari pajak kita harapkan bisa nanti kita pakai untuk subsidi bbm, subsidi listrik, subsidi pupuk, untuk dana desa, untuk bantuan sosial, untuk membangun jalan, untuk membangun pelabuhan, https://t.co/oRjyEgDmw1","['penerimaan', 'negara', 'dari', 'pajak', 'kita', 'harapkan', 'bisa', 'nanti', 'kita', 'pakai', 'untuk', 'subsidi', 'bbm', 'subsidi', 'listrik', 'subsidi', 'pupuk', 'untuk', 'dana', 'desa', 'untuk', 'bantuan', 'sosial', 'untuk', 'membangun', 'jalan', 'untuk', 'membangun', 'pelabuhan']","['penerimaan', 'negara', 'pajak', 'harapkan', 'pakai', 'subsidi', 'bbm', 'subsidi', 'listrik', 'subsidi', 'pupuk', 'dana', 'desa', 'bantuan', 'sosial', 'membangun', 'jalan', 'membangun', 'pelabuhan']","['terima', 'negara', 'pajak', 'harap', 'pakai', 'subsidi', 'bbm', 'subsidi', 'listrik', 'subsidi', 'pupuk', 'dana', 'desa', 'bantu', 'sosial', 'bangun', 'jalan', 'bangun', 'labuh']"
20,2023-03-14 12:26:14+00:00,1635618335714074624,admiin01_asuna,0,0,Ion_Bobeica Mau tampil keren dgn style anime kamu?? follow distroartonline SMS:081254533646 BBM:5268BA8F https://t.co/vaDpqFUxx8,"['ionbobeica', 'mau', 'tampil', 'keren', 'dgn', 'style', 'anime', 'kamu', 'follow', 'distroartonline', 'sms', 'bbmbaf']","['ionbobeica', 'tampil', 'keren', 'style', 'anime', 'follow', 'distroartonline', 'sms', 'bbmbaf']","['ionbobeica', 'tampil', 'keren', 'style', 'anime', 'follow', 'distroartonline', 'sms', 'bbmbaf']"
